increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification
1,elastic,3,3,1|1|2,mixed,0.5,2e-05,0.4399261474609375,1.833025614420573e-12,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,0.25,1e-05,5.284759521484375,2.2019831339518232e-11,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,0.125,5e-06,-6.1298828125,-2.554117838541667e-11,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,0.0625,2.5e-06,543.94140625,2.266422526041667e-09,False,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,16.0,0.00064,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,8.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,4.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,2.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,1.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.5,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.25,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.125,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.0625,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,16.0,0.00064,-532608309240912.1,-2.2192012885038013,False,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,8.0,0.00032,744773031192154.4,3.1032209633006436,False,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,4.0,0.00016,-98478701398376.45,-0.4103279224932353,False,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,2.0,8e-05,-91702728171.78662,-0.00038209470071577764,False,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,1.0,4e-05,-33211.546875,-1.383814453125e-10,False,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,0.5,2e-05,-1093264.0,-4.555266666666668e-09,False,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,0.25,1e-05,-16821256.0,-7.008856666666668e-08,False,0.0,expected_zero_independently_supported
