increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification
1,elastic,1,3,1|1|2,mixed,4.0,8e-05,2.60435670507632e-69,1.0417426820305279e-80,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,2.0,4e-05,-1.428423291586112e-66,-5.713693166344448e-78,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,1.0,2e-05,-5.9471859276728e-66,-2.3788743710691202e-77,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.5,1e-05,-1.6274431767871584e-65,-6.5097727071486346e-77,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.25,5e-06,9.444797986572265e-65,3.777919194628906e-76,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.125,2.5e-06,-4.869779663176009e-63,-1.9479118652704035e-74,False,0.0,expected_zero_independently_supported
1,elastic,1,3,1|1|2,mixed,0.0625,1.25e-06,1.6137123910934668e-62,6.454849564373868e-74,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,16.0,0.00032,-499389229.7247801,-0.0019975569188991206,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,8.0,0.00016,-5.42157846649931e-68,-2.168631386599724e-79,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,4.0,8e-05,5.7666564373968504e-68,2.3066625749587403e-79,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,2.0,4e-05,-9.372469372201768e-67,-3.7489877488807076e-78,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,1.0,2e-05,2.2728554610377104e-66,9.091421844150842e-78,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.5,1e-05,-3.568946455391352e-65,-1.427578582156541e-76,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.25,5e-06,-3.1407847971811e-64,-1.2563139188724402e-75,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.125,2.5e-06,1.690776712683224e-63,6.763106850732897e-75,False,0.0,expected_zero_independently_supported
1,elastic,2,3,1|1|2,mixed,0.0625,1.25e-06,-6.89419019609819e-63,-2.757676078439276e-74,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,16.0,0.00032,-1042914.0123181462,-4.171656049272585e-06,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,8.0,0.00016,-3.768046840451954e-69,-1.5072187361807817e-80,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,4.0,8e-05,-1.1390770826293544e-67,-4.556308330517418e-79,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,2.0,4e-05,-5.741391092766924e-67,-2.2965564371067696e-78,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,1.0,2e-05,5.157394366093292e-66,2.062957746437317e-77,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,0.5,1e-05,2.4748229131809207e-65,9.899291652723684e-77,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,0.25,5e-06,2.7480870850635956e-64,1.0992348340254383e-75,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,0.125,2.5e-06,-1.399961040946265e-63,-5.59984416378506e-75,False,0.0,expected_zero_independently_supported
1,elastic,3,3,1|1|2,mixed,0.0625,1.25e-06,4.885358329008896e-63,1.9541433316035584e-74,False,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,16.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,8.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,4.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,2.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,1.0,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.5,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.25,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.125,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,3,1|1|2,mixed,0.0625,1.25e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,16.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
