source_id,repository,cache_path,acquisition_url,url_provenance,commit,license_spdx,sha256,bytes,source_form,is_umat,entry_interface,entry_routine,entry_line,entry_evidence,classification_basis,refusal_class,refusal_class_confident,duplicate_of,companion_files,terminal_state,kind,reason,stage,attempted,transformed,compiled,ntens,ntens_provenance,element_type,formulation,kinematics,deck,material_provenance,props_count,nstatv,activated,activation_amplitude,time_dependent,response_character,worst_stress_relative,worst_state_relative,primal_increments,precision_control,tangent_states_checked,tangent_states_agreeing,worst_tangent_relative,tangent_plateau,missing_companions,compile_defect,key,seconds
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th005/PureGrowth.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th005/PureGrowth.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcDown/Th005/PureGrowth.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,309027711d4d0600e09a06812f55116c1d21ab93f2fa78592e27b061a08b152e,18499,fixed,True,UMAT,UMAT,80,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 80 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,primal_disagreed,internal,"worst stress difference 2.843e-09, worst state difference 0.000e+00, against a tolerance of 1e-10; and this model's own sensitivity to round-off could not be measured against it: every way this harness has of computing the same mathematics differently (intrinsics, reassociation) reproduced the original bit for bit, so the model was never perturbed and its sensitivity to being perturbed is unmeasured -- not zero",primal_disagreed,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,True,0.010000000000000002,True,,2.8430914529723234e-09,0.0,280,,,,,,,,8516b436c4c0de849468db24,169.1
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/BodyForce-Growth-2Stages.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/BodyForce-Growth-2Stages.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcDown/Th01/BodyForce-Growth-2Stages.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,d15c95deb8f14e0e728b57a3c1bb825bb90eb605e16ce50c1547a95807610091,19493,fixed,True,UMAT,UMAT,83,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 83 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,primal_disagreed,internal,"worst stress difference 5.559e-08, worst state difference 0.000e+00, against a tolerance of 1e-10; and this model's own sensitivity to round-off could not be measured against it: every way this harness has of computing the same mathematics differently (intrinsics, reassociation) reproduced the original bit for bit, so the model was never perturbed and its sensitivity to being perturbed is unmeasured -- not zero",primal_disagreed,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.04,True,,5.559167416844695e-08,0.0,160,,,,,,,,eb0609dca51d0a2a220c058f,183.5
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/PureGravity.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/PureGravity.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcDown/Th01/PureGravity.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,c5d5267f94a948a98fd487c3266873822d71463250307b0ac2cc9b8777d61be4,18616,fixed,True,UMAT,UMAT,85,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 85 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,fully_verified,verified,"agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the activated regime (2 loading, 0 unloading), which is the whole of this material: it is activated from its first increment and never stops, so there is no elastic branch to verify on and every state that can be measured is inside the activated one; worst of them: agreed to 1.590e-10 over a plateau of 3 step sizes, 0.001 to 0.1",verified,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,True,0.010000000000000002,True,irreversible,0.0,0.0,280,,2,2,1.590425789600078e-10,0.01..0.1,,,a4399aa0db158678263f3f6d,148.2
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/PureGrowth.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/PureGrowth.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcDown/Th01/PureGrowth.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,c5b21e39d4b10ebac1d3ea8ae592ff3df0dd4fc556f61b349ffcf43a97890cb8,18498,fixed,True,UMAT,UMAT,80,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 80 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,primal_disagreed,internal,"worst stress difference 2.843e-09, worst state difference 0.000e+00, against a tolerance of 1e-10; and this model's own sensitivity to round-off could not be measured against it: every way this harness has of computing the same mathematics differently (intrinsics, reassociation) reproduced the original bit for bit, so the model was never perturbed and its sensitivity to being perturbed is unmeasured -- not zero",primal_disagreed,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,True,0.010000000000000002,True,,2.8430914529723234e-09,0.0,280,,,,,,,,9a7af2689e53f602573734bb,169.2
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th001/BodyForce-Growth-2Stages.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th001/BodyForce-Growth-2Stages.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th001/BodyForce-Growth-2Stages.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,d09f02ef48fefa422175804633a0e56bfb72ffdaaeb629a791ae6af9805cac70,19531,fixed,True,UMAT,UMAT,87,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 87 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 1 at the same place along the path (amplitude reached [0.143, 0.143]; increments reached [0.143, 0.143]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'uniaxial' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'uniaxial' was cut from 4 increments to 1, whic",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,4cc798135f78088d06d90573,220.0
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th001/PureGrowth.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th001/PureGrowth.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th001/PureGrowth.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,9b3ccb786ae1aa3998382b66df6d02f50f4b5eb5d5a1e625ecf16fbd1b9da513,18500,fixed,True,UMAT,UMAT,80,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 80 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 1 at the same place along the path (amplitude reached [0.143, 0.143]; increments reached [0.143, 0.143]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'uniaxial' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'uniaxial' was cut from 4 increments to 1, whic",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,0af164a3b4d198c413436a4a,221.5
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th002/BodyForce-Growth-2Stages.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th002/BodyForce-Growth-2Stages.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th002/BodyForce-Growth-2Stages.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,8dc1b87b5f818cb4f0efc1ea357da5efaea4ce5c3c8040997527b09082af3ab0,19539,fixed,True,UMAT,UMAT,87,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 87 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 1 at the same place along the path (amplitude reached [0.143, 0.143]; increments reached [0.143, 0.143]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'uniaxial' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'uniaxial' was cut from 4 increments to 1, whic",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,c33b14a6f231db5caa1abf48,217.9
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th002/PureGrowth.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th002/PureGrowth.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th002/PureGrowth.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,f7a30a6be5719b7ca68c4e6aa1197e6a7536c6fa49b64b125c3622c03a88b37a,18499,fixed,True,UMAT,UMAT,80,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 80 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 1 at the same place along the path (amplitude reached [0.143, 0.143]; increments reached [0.143, 0.143]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'uniaxial' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'uniaxial' was cut from 4 increments to 1, whic",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,a0bcc23951d03bca8586080b,221.0
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th005-Visualization/BodyForce-Growth-2Stages.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th005-Visualization/BodyForce-Growth-2Stages.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th005-Visualization/BodyForce-Growth-2Stages.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,dddc158af5affdc7309242a2b83e62e39c6ba0ab4f608796a5dc859f9cd53f01,19374,fixed,True,UMAT,UMAT,83,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 83 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 2 at the same place along the path (amplitude reached [0.429, 0.429]; increments reached [0.429, 0.429]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'simple_shear' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'simple_shear' was cut from 4 increments to",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,9cb0bd00a541a6cc68fe297f,222.2
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th005/BodyForce-Growth-2Stages.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th005/BodyForce-Growth-2Stages.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th005/BodyForce-Growth-2Stages.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,1bf3ad8383f4b28f021b00667334cadd851f1f8b2b4b219c081a76e74f0719c1,19532,fixed,True,UMAT,UMAT,87,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 87 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 1 at the same place along the path (amplitude reached [0.143, 0.143]; increments reached [0.143, 0.143]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'uniaxial' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'uniaxial' was cut from 4 increments to 1, whic",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,e93d66c3abccd621af581de7,217.8
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th005/PureGrowth.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th005/PureGrowth.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th005/PureGrowth.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,3b5fea26d8b2ab659482e5414e3b50ebdcf98ea5a20b1442e3c9f598dc85015a,18500,fixed,True,UMAT,UMAT,80,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 80 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 1 at the same place along the path (amplitude reached [0.143, 0.143]; increments reached [0.143, 0.143]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'uniaxial' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'uniaxial' was cut from 4 increments to 1, whic",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,93a81ced947d37d68bbed107,221.8
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th01/BodyForce-Growth-2Stages.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th01/BodyForce-Growth-2Stages.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th01/BodyForce-Growth-2Stages.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,9e27bc25d7638daa8cd1b0c8675f0ed3cbc4a42860c9b48e43d6405c4f62eadb,19476,fixed,True,UMAT,UMAT,83,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 83 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: every probe broke in step 1 at the same place along the path (amplitude reached [0.143, 0.143]; increments reached [0.143, 0.143]), so it is that SEGMENT the model will not do, not the amplitude it is driven to or the size of the steps it is walked in. 'uniaxial' was cut from 10 increments to 4, which is 0.8 of what the model demonstrably walked; the path still goes that way, less far; then 'uniaxial' was cut from 4 increments to 1, whic",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,False,0.0,True,,,,,,,,,,,,def0ef0cc83b581790445412,217.0
Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th01/PureGravity.for,Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcUp/Th01/PureGravity.for,https://github.com/Jeff97/Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/blob/17bf545d89abeef313a6bb7f7736c18d3b12eb43/Examples-In-Section-3/ArcUp/Th01/PureGravity.for,"reconstructed from the commit the acquisition pinned (17bf545d89ab), whose owner/repo was recorded in an acquisition URL",17bf545d89abeef313a6bb7f7736c18d3b12eb43,Apache-2.0,c5d5267f94a948a98fd487c3266873822d71463250307b0ac2cc9b8777d61be4,18616,fixed,True,UMAT,UMAT,85,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","line-for-line identical to Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/PureGravity.for, which carries the same answer; as a file it is genuine_umat: SUBROUTINE UMAT at line 85 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th01/PureGravity.for,,fully_verified,verified,"agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the activated regime (2 loading, 0 unloading), which is the whole of this material: it is activated from its first increment and never stops, so there is no elastic branch to verify on and every state that can be measured is inside the activated one; worst of them: agreed to 1.590e-10 over a plateau of 3 step sizes, 0.001 to 0.1",verified,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"Beam-Gravity-C0-100MPa.inp *MATERIAL neoHookean: 1 constants, *DEPVAR 9 (paired deck Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp)",1,9,True,0.010000000000000002,True,irreversible,0.0,0.0,280,,2,2,1.590425789600078e-10,0.01..0.1,,,48f74f886ccbda76e419efd8,148.3
