source_id,repository,cache_path,acquisition_url,url_provenance,commit,license_spdx,sha256,bytes,source_form,is_umat,entry_interface,entry_routine,entry_line,entry_evidence,classification_basis,refusal_class,refusal_class_confident,duplicate_of,companion_files,terminal_state,kind,reason,stage,attempted,transformed,compiled,ntens,ntens_provenance,element_type,formulation,kinematics,deck,material_provenance,props_count,nstatv,activated,activation_amplitude,time_dependent,response_character,worst_stress_relative,worst_state_relative,primal_increments,precision_control,tangent_states_checked,tangent_states_agreeing,worst_tangent_relative,tangent_plateau,missing_companions,compile_defect,key,seconds
CriticalSoilModels__critical-soil-models/src/models/bingham/umat_bingham.f90,CriticalSoilModels/critical-soil-models,CriticalSoilModels__critical-soil-models/src/models/bingham/umat_bingham.f90,https://github.com/CriticalSoilModels/critical-soil-models/blob/71aa203263f4a7671f4b07281ccd4c541833d064/src/models/bingham/umat_bingham.f90,"reconstructed from the commit the acquisition pinned (71aa203263f4), whose owner/repo was recorded in an acquisition URL",71aa203263f4a7671f4b07281ccd4c541833d064,GPL-3.0,4ac0d6564cdae38ac3d3f0aa2a09cbaa12ff3793886feedb2b99c6a88e7dc717,8598,free,True,UMAT,umat,78,"subroutine umat(stress,statev,ddsdde,sse,spd,scd, &","this file presents a UMAT but USEs or INCLUDEs what was never published beside it: module stdlib_kinds; the offline compile failed, but every diagnostic is one an unresolved USE or INCLUDE would also produce, so it settles nothing about the file",missing_external_dependency,True,,CriticalSoilModels__critical-soil-models/src/csm_kinds.f90,external_dependency_unavailable,external,Semantic check failed: stress_path_consumes_the_seed.; Semantic check failed: stress_oti_update_before_real_stress_extraction.; Semantic check failed: stress_oti_update_before_ddsdde_extraction.; Semantic check failed: ddsdde_extraction_after_selected_stress_regions.; Semantic check failed: ddsdde_e,,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,module stdlib_kinds,,,
CriticalSoilModels__critical-soil-models/src/umat.f90,CriticalSoilModels/critical-soil-models,CriticalSoilModels__critical-soil-models/src/umat.f90,https://github.com/CriticalSoilModels/critical-soil-models/blob/71aa203263f4a7671f4b07281ccd4c541833d064/src/umat.f90,"reconstructed from the commit the acquisition pinned (71aa203263f4), whose owner/repo was recorded in an acquisition URL",71aa203263f4a7671f4b07281ccd4c541833d064,GPL-3.0,8ed878adfd0e80da86ed6c2f467bed494b9273a0b50813cb3ba4041a37bc11e6,5285,free,True,UMAT,UMAT,26,"subroutine UMAT(STRESS, STATEV, DDSDDE,          &","this file presents a UMAT but USEs or INCLUDEs what was never published beside it: module stdlib_kinds; the offline compile failed, but every diagnostic is one an unresolved USE or INCLUDE would also produce, so it settles nothing about the file",missing_external_dependency,True,,CriticalSoilModels__critical-soil-models/src/utils/cmname_parser.f90; CriticalSoilModels__critical-soil-models/src/csm_kinds.f90; CriticalSoilModels__critical-soil-models/src/core/csm_model.f90; CriticalSoilModels__critical-soil-models/src/models/linear_elastic/le_types.f90; CriticalSoilModels__critical-soil-models/src/utils/elastic_utils.f90; CriticalSoilModels__critical-soil-models/src/models/linear_elastic/le_functions.f90; CriticalSoilModels__critical-soil-models/src/models/linear_elastic/li,external_dependency_unavailable,external,"STRESS_OTI is passed to UMAT_LINEAR, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; STATEV_OTI is passed to UMAT",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,module stdlib_kinds,,,
CriticalSoilModels__incremental-driver/src/elastic.f90,CriticalSoilModels/incremental-driver,CriticalSoilModels__incremental-driver/src/elastic.f90,https://github.com/CriticalSoilModels/incremental-driver/blob/0b2c3c9044b17fc2f7424bb86592e0a8e3e19b13/src/elastic.f90,"reconstructed from the commit the acquisition pinned (0b2c3c9044b1), whose owner/repo was recorded in an acquisition URL",0b2c3c9044b17fc2f7424bb86592e0a8e3e19b13,GPL-3.0,0d05f5283a3ade56e6a59a9bdf16291049ea40f68b576fe56269ade870baf3b3,1666,free,True,UMAT,UMAT,8,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD, &",this file presents a UMAT but USEs or INCLUDEs what was never published beside it: module stdlib_kinds,,,,,missing_material_data,external,"no material constants are published for this source: its repository (CriticalSoilModels/incremental-driver) contains no .inp file at all, and no document in it carries a *MATERIAL or *USER MATERIAL block naming this routine. Searched: every .inp in the repository, and every .md, .rst and .txt in it for an embedded material block",needs_material_data,True,True,False,,,,,small strain,,,0,,,,,,,,,,,,,,module stdlib_kinds,,108dbea655c93be73ecdd586,0.0
Dr-Ning-An__Viscoelastic-RVE-Calculator/ViscoelasticRVEs/umat3dorthotropic_viscoelastic.for,Dr-Ning-An/Viscoelastic-RVE-Calculator,Dr-Ning-An__Viscoelastic-RVE-Calculator/ViscoelasticRVEs/umat3dorthotropic_viscoelastic.for,https://github.com/Dr-Ning-An/Viscoelastic-RVE-Calculator/blob/3ef9fc65077f1d34c19ce2880041c32838bb194c/ViscoelasticRVEs/umat3dorthotropic_viscoelastic.for,"reconstructed from the commit the acquisition pinned (3ef9fc65077f), whose owner/repo was recorded in an acquisition URL",3ef9fc65077f1d34c19ce2880041c32838bb194c,MIT,4bfe3eddab03d40f8e18f6f797fc6adc2b6f5836ce15ffc548de5a8f409d3f1d,2936,fixed,True,UMAT,UMAT,1,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 1 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,missing_material_data,external,"no material constants are published for this source: its repository (Dr-Ning-An/Viscoelastic-RVE-Calculator) contains no .inp file at all, and no document in it carries a *MATERIAL or *USER MATERIAL block naming this routine. Searched: every .inp in the repository, and every .md, .rst and .txt in it for an embedded material block",needs_material_data,True,True,True,,,,,small strain,,,0,,,,,,,,,,,,,,,,85157412a71e171c938ef739,0.0
ElmerCSC__elmerfem/fem/src/modules/ElasticSolve.F90,ElmerCSC/elmerfem,ElmerCSC__elmerfem/fem/src/modules/ElasticSolve.F90,https://github.com/ElmerCSC/elmerfem/blob/8ae4a05b8d0d048772b1730f0b234c842725a53f/fem/src/modules/ElasticSolve.F90,"reconstructed from the commit the acquisition pinned (8ae4a05b8d0d), whose owner/repo was recorded in an acquisition URL",8ae4a05b8d0d048772b1730f0b234c842725a53f,BSD-3-Clause,2344f0e6c76e9fa9ebd17055ada1f506666ce0ce698d3868531b357695e03ba4,288575,free,False,,,42,"SUBROUTINE ElasticSolver_Init0( Model,Solver,dt,Transient )","no unit matches an Abaqus user-subroutine interface; the offline compile failed, but every diagnostic is one an unresolved USE or INCLUDE would also produce, so it settles nothing about the file",helper_or_module_only,True,,,not_a_umat,external,anchors not located: selected_routine_is_not_an_abaqus_umat,,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,module Adaptive; module Constitutive; module DefUtils; module Integration; module LinearAlgebra; module MainUtils; module Mask; module MaterialModels; module ModelLumping; module StressLocal; module Types; module UMAT,,,
Farid-Alisafaei__Implant-Fibrotic-Capsule/CellMatrixModel_20241204.for,Farid-Alisafaei/Implant-Fibrotic-Capsule,Farid-Alisafaei__Implant-Fibrotic-Capsule/CellMatrixModel_20241204.for,https://github.com/Farid-Alisafaei/Implant-Fibrotic-Capsule/blob/0daf3f55d87f506bb2ca757a531e251bd924c337/CellMatrixModel_20241204.for,"reconstructed from the commit the acquisition pinned (0daf3f55d87f), whose owner/repo was recorded in an acquisition URL",0daf3f55d87f506bb2ca757a531e251bd924c337,GPL-3.0,a27eafa222c1c622784735cac7981cc03542980e23c58b837244ece6378e408f,103118,fixed,True,UMAT,UMAT,1,"SUBROUTINE UMAT(STRESS, STATEV, DDSDDE, SSE, SPD, SCD, RPL,",SUBROUTINE UMAT at line 1 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call D2WDPRINSTRAIN at lines [1616, 1617], rewriting ['EMODF', 'MM', 'NN', 'PRINEMODVAL1', 'PRINSTRAINVAL1', 'RATIO', 'STRANC'], but helper lifting is not yet safe here: Helper lifting requires source de",,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,,,,
GuGuaTT__STEEL-3dPointClouds/AutoGen/ALLcombinedSolid_CMN.for,GuGuaTT/STEEL-3dPointClouds,GuGuaTT__STEEL-3dPointClouds/AutoGen/ALLcombinedSolid_CMN.for,https://github.com/GuGuaTT/STEEL-3dPointClouds/blob/13a46c76d920841a30fde676185c345ab71b84d5/AutoGen/ALLcombinedSolid_CMN.for,"reconstructed from the commit the acquisition pinned (13a46c76d920), whose owner/repo was recorded in an acquisition URL",13a46c76d920841a30fde676185c345ab71b84d5,MIT,b600e790dcb76c8690447d22024741637541d3df59d85ee5cf2dab09f82af1ff,27872,fixed,True,UMAT,UMAT,1,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,",SUBROUTINE UMAT at line 1 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"DDSDDE assignment is not covered by an old tangent replacement region: ddsdde(i, j) = 0.; DDSDDE assignment is not covered by an old tangent replacement region: ddsdde(1, 1) = elastic_modulus; DDSDDE assignment is not covered by an old tangent replacement region: ddsdde(1, 1) = (elastic_modulus * A_",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
GuGuaTT__STEEL-3dPointClouds/AutoGen/ALLcombinedSolid_DMN.for,GuGuaTT/STEEL-3dPointClouds,GuGuaTT__STEEL-3dPointClouds/AutoGen/ALLcombinedSolid_DMN.for,https://github.com/GuGuaTT/STEEL-3dPointClouds/blob/13a46c76d920841a30fde676185c345ab71b84d5/AutoGen/ALLcombinedSolid_DMN.for,"reconstructed from the commit the acquisition pinned (13a46c76d920), whose owner/repo was recorded in an acquisition URL",13a46c76d920841a30fde676185c345ab71b84d5,MIT,65d5b8526892e3740f9ee85a84684ffccf61ae772d3830253f16484c71bd25c1,27872,fixed,True,UMAT,UMAT,1,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,",SUBROUTINE UMAT at line 1 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"DDSDDE assignment is not covered by an old tangent replacement region: ddsdde(i, j) = 0.; DDSDDE assignment is not covered by an old tangent replacement region: ddsdde(1, 1) = elastic_modulus; DDSDDE assignment is not covered by an old tangent replacement region: ddsdde(1, 1) = (elastic_modulus * A_",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
HIT-FSW-314__abaqus/abaqus-umat/uel/UEL9_VPDCL.for,HIT-FSW-314/abaqus,HIT-FSW-314__abaqus/abaqus-umat/uel/UEL9_VPDCL.for,https://github.com/HIT-FSW-314/abaqus/blob/1ea6ba0b1e8d48363bb7ce5366b576be06dfa8d6/abaqus-umat/uel/UEL9_VPDCL.for,"reconstructed from the commit the acquisition pinned (1ea6ba0b1e8d), whose owner/repo was recorded in an acquisition URL",1ea6ba0b1e8d48363bb7ce5366b576be06dfa8d6,MIT,2d84d7d2845b2a1c2901243be7a7ee7226521c8fc2ef9b266c6d6fa96c6442a6,58067,fixed,False,UEL,UEL,64,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 64; the SUBROUTINE UMAT at line 320 is called by UEL and is that routine's own callee, not this file's entry point; ifort -syntax-only accepted the published text as fixed form",other_abaqus_routine,True,,,not_a_umat,external,Semantic check failed: no_ddsdde_read_after_disabled_assignment.,,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
InstituteOfMechanics__Paraqus/examples/example_abaqus_extrusion_umat.f,InstituteOfMechanics/Paraqus,InstituteOfMechanics__Paraqus/examples/example_abaqus_extrusion_umat.f,https://github.com/InstituteOfMechanics/Paraqus/blob/91b00219d08a11446fdef4d1c777a0d460c92039/examples/example_abaqus_extrusion_umat.f,"reconstructed from the commit the acquisition pinned (91b00219d08a), whose owner/repo was recorded in an acquisition URL",91b00219d08a11446fdef4d1c777a0d460c92039,GPL-3.0,86a857e16070f635e3bfbfdd8977d02bde96171417603f6608ed7237ebc2a1eb,32622,fixed,True,UMAT,UMAT,15,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,RPL,DDSDDT,","SUBROUTINE UMAT at line 15 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,missing_material_data,external,"no material constants are published for this source. Searched 2 .inp file(s) in InstituteOfMechanics/Paraqus, and every .md, .rst and .txt in it for an embedded *MATERIAL block naming this routine: none of the 2 decks publishes at least 2 constants under *User Material or *UEL PROPERTY, which is how far the PROPS references of UMAT in this source reach. Supplying constants from anywhere else would be inventing them",needs_material_data,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,8fe6aa852dfd9b88705768a3,0.0
InstituteOfMechanics__Phase_Trafos_Carbon_Repartitioning/simulations/UMAT/umat_main.f,InstituteOfMechanics/Phase_Trafos_Carbon_Repartitioning,InstituteOfMechanics__Phase_Trafos_Carbon_Repartitioning/simulations/UMAT/umat_main.f,https://github.com/InstituteOfMechanics/Phase_Trafos_Carbon_Repartitioning/blob/c6f6c96a195d90eea6328f3245bdbcae0f604cbb/simulations/UMAT/umat_main.f,"reconstructed from the commit the acquisition pinned (c6f6c96a195d), whose owner/repo was recorded in an acquisition URL",c6f6c96a195d90eea6328f3245bdbcae0f604cbb,GPL-3.0,170a0349477a27639b320ecfdbd79a38ac255d1acb64879661a76219a5ddbe0d,10064,free,True,UMAT,UMAT,16,"SUBROUTINE UMAT(stress, statev, ddsdde, sse, spd, scd, rpl, ddsddt, &",this file presents a UMAT but USEs or INCLUDEs what was never published beside it: include mkl_lapack.f90; include mkl_rci.f90; module MKL_RCI; module MKL_RCI_TYPE; ifort -syntax-only accepted the published text as free form,missing_external_dependency,True,,,external_dependency_unavailable,external,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call CALCULATE_STRESSES at lines [123, 124, 125, 126], rewriting ['DSTRAINTH', 'DSTRAINTR', 'DSTRAN', 'DSTRESSDKAPPA', 'KAPPA', 'KAPPAN', 'STRAINTH', 'STRAINTR', 'STRESS'], but helper lifting is not yet ",,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,include mkl_lapack.f90; include mkl_rci.f90; module MKL_RCI; module MKL_RCI_TYPE,,,
InstituteOfMechanics__Thermomechanical_Gradient_Enhanced_Damage_UMAT/src/UMAT_DamThermMech_1_H.f,InstituteOfMechanics/Thermomechanical_Gradient_Enhanced_Damage_UMAT,InstituteOfMechanics__Thermomechanical_Gradient_Enhanced_Damage_UMAT/src/UMAT_DamThermMech_1_H.f,https://github.com/InstituteOfMechanics/Thermomechanical_Gradient_Enhanced_Damage_UMAT/blob/5b42d6d6105a36c6692e646d32a897abce709063/src/UMAT_DamThermMech_1_H.f,"reconstructed from the commit the acquisition pinned (5b42d6d6105a), whose owner/repo was recorded in an acquisition URL",5b42d6d6105a36c6692e646d32a897abce709063,GPL-3.0,fec0fec9fa94d2913b0d939fe9e47acf9f95c7dc6765b82a155c76e477ce8a64,90222,fixed,True,UMAT,UMAT,27,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,RPL,DDSDDT,",SUBROUTINE UMAT at line 27 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE = 0.0d0; DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(1,1) = ABATAN(1,1,1,1); DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(1,2) = ABATAN(1,1,2,2); DDSDDE as",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Axe.for,Jeff97/General-shape-control-of-shell,Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Axe.for,https://github.com/Jeff97/General-shape-control-of-shell/blob/95cf95d2191c8b125fa96e898c2cf4d411fa0a7c/Abaqus_Files/2Dto2D/From-2D-to-2D-Axe.for,"reconstructed from the commit the acquisition pinned (95cf95d2191c), whose owner/repo was recorded in an acquisition URL",95cf95d2191c8b125fa96e898c2cf4d411fa0a7c,Apache-2.0,1984a02775510f67e9ca2a4e9b6550af2445e3f1a811646e89d0b05b1b6e735e,10319,fixed,True,UMAT,UMAT,6,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 6 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,tangent_not_verified,internal,"agreed at 0 of 2 states along the loading path where a difference could be taken; increment 4 did not: the closest step agreed only to 1.196e-06, against a tolerance of 1e-06; and the converted build differs from the author's own DDSDDE by 1.251e+00, so there are two candidate tangents and the difference is not close enough to either to choose between them",tangent_not_verified,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Axe.inp,"From-2D-to-2D-Axe.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 9 (paired deck Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Axe.inp)",2,9,True,0.010000000000000002,True,irreversible,0.0,0.0,280,,2,0,1.8013861063013595e-06,0.01..0.1,,,c14b3e1b76081216b57abbf8,152.5
Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Disk.for,Jeff97/General-shape-control-of-shell,Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Disk.for,https://github.com/Jeff97/General-shape-control-of-shell/blob/95cf95d2191c8b125fa96e898c2cf4d411fa0a7c/Abaqus_Files/2Dto2D/From-2D-to-2D-Disk.for,"reconstructed from the commit the acquisition pinned (95cf95d2191c), whose owner/repo was recorded in an acquisition URL",95cf95d2191c8b125fa96e898c2cf4d411fa0a7c,Apache-2.0,21b39e3da00888dbec150107e35a93d2324f36c224c7e19fe80dbd97e24424c1,10221,fixed,True,UMAT,UMAT,6,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 6 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,fully_verified,verified,"agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the activated regime (2 loading, 0 unloading), which is the whole of this material: it is activated from its first increment and never stops, so there is no elastic branch to verify on and every state that can be measured is inside the activated one; worst of them: agreed to 1.178e-07 over a plateau of 3 step sizes, 0.001 to 0.1",verified,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Axe.inp,"From-2D-to-2D-Axe.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 9 (paired deck Jeff97__General-shape-control-of-shell/Abaqus_Files/2Dto2D/From-2D-to-2D-Axe.inp)",2,9,True,0.010000000000000002,True,irreversible,0.0,0.0,280,,2,2,1.1776195378701143e-07,0.001..0.1,,,7bfe65b6d70437e4ec97c232,154.4
