source,repository,bytes,lines,form,kinematics,ntens,nstatv_hint,anchor_status,helper_routines,declared_unsupported,stage,blocker_kind,blocker,original_compiles,compiled,compile_error,seconds
Shi2oon__DIC2ABAQUS/OXFORD-UMAT/OXFORD-UMAT v3.3/OXFORD-UMAT.f,OXFORD-UMAT v3.3,10138,308,fixed,finite,6,4,ready_with_json_contract,1,module_use,blocked,module_names_unresolved,"IP_COUNT appears as IP_COUNT(...) on the stress path but is not declared anywhere in this source, which USEs USERINPUTS, GLOBALVARIABLES, INITIALIZATIONS, CPSOLVER without defining it. The transformer cannot read that module, so it cannot tell whether IP_COUNT is an array to promote or a call into i",,,,0.07
Sina-Taghizadeh__UMAT_Hyperelastic/CompresibleNeoHookean.for,Sina-Taghizadeh__UMAT_Hyperelastic,3177,96,fixed,finite,6,8,ready_with_json_contract,1,,generated_not_compiled,compile_failed,"CompresibleNeoHookean_oti.for:194:9:

  194 |       END
      |         1
Error: END DO statement expected at (1)
f951: Error: Unexpected end of file in ‘CompresibleNeoHookean_oti.for’
",yes,no,"CompresibleNeoHookean_oti.for:194:9:

  194 |       END
      |         1
Error: END DO statement expected at (1)
f951: Error: Unexpected end of file in ‘CompresibleNeoHookean_oti.for’
",1.11
Woowinehouse__ABQ-UMAT-Sanisand-High/src/interface/umat.f90,interface,8586,194,free,small strain,6,1,ready_with_json_contract,3,io_write;module_use,blocked,module_names_unresolved,"CXX_UMAT_INTF appears as CXX_UMAT_INTF(...) on the stress path but is not declared anywhere in this source, which USEs ISO_C_BINDING, CPP_TO_FORTRAN_INTF_MOD, FORTRAN_UMAT_IMPL_MOD, PRESOLVE_MOD without defining it. The transformer cannot read that module, so it cannot tell whether CXX_UMAT_INTF is ",,,,0.13
Woowinehouse__Abaqus_UMAT_sanisand/merge/source.F90,merge,157009,3689,free,small strain,6,54,ready_with_json_contract,5,io_read;io_write,source_does_not_compile,source_does_not_compile,"as shipped: <work>/merge/source/baseline/source.F90:1602:2:

 1602 |   implicit none
      |  1~~~~~~~~
Fatal Error: macro.h: No such file or directory
compilation terminated.
",no,no,"source_oti.F90:1602:2:

 1602 |   implicit none
      |  1~~~~~~~~
Fatal Error: macro.h: No such file or directory
compilation terminated.
",2.17
Woowinehouse__Abaqus_UMAT_sanisand/src/interface/umat.f90,interface,11516,261,free,small strain,6,48,ready_with_json_contract,1,io_write;module_use,blocked,module_names_unresolved,"CONVERT_ARRAY_TO_TENSOR appears as CONVERT_ARRAY_TO_TENSOR(...) on the stress path but is not declared anywhere in this source, which USEs BASE_CONFIG, PRESOLVE_MOD, TENSOR_OPT_MOD, ELASTIC_MOD, CONTAINER_MOD, PLASTIC_MOD, MATH_MOD without defining it. The transformer cannot read that module, so it ",,,,0.15
Worlthen__20220314-abqus-simulation/abaqus/enhanced/enhanced_curing.for,enhanced,9651,274,fixed,small strain,6,7,ready_with_json_contract,5,io_write,semantic_checks_failed,semantic_check,Semantic check failed: stress_path_consumes_the_seed.,,,,0.13
Worlthen__20220314-abqus-simulation/abaqus/original/array_with_two_pixel_z.for,original,19885,610,fixed,small strain,6,7,ready_with_json_contract,6,io_write,source_does_not_compile,source_does_not_compile,"as shipped: <work>/original/array_with_two_pixel_z/baseline/array_with_two_pixel_z.for:19:2:

   19 | #include 'aba_tcs_param.inc'
      |  1
Warning: Illegal preprocessor directive
<work>",no,no,"array_with_two_pixel_z_oti.for:19:2:

   19 | #include 'aba_tcs_param.inc'
      |  1
Warning: Illegal preprocessor directive
array_with_two_pixel_z_oti.for:20:2:

   20 | #include 'PtkUtilitySubs.hdr'
      |  1
Warning: Illegal preprocessor directive
array_with_two_pixel_z_oti.for:21:2:

   21 | #",1.6
Worlthen__20220314-abqus-simulation/abaqus/simplified/simplified_curing.for,simplified,6831,214,fixed,small strain,6,5,ready_with_json_contract,4,io_write,semantic_checks_failed,semantic_check,Semantic check failed: stress_path_consumes_the_seed.,,,,0.15
Yutu0k__ABQflow/examples/07_SubroutineJob/subroutine/umat_elastic.for,subroutine,3699,106,fixed,small strain,6,1,ready_with_json_contract,1,,transformed,none,,yes,yes,,1.34
abuganza__BayesianCalibrationSkinGrowth/GOH_Example.f,abuganza__BayesianCalibrationSkinGrowth,52958,1432,fixed,finite,6,46,ready_with_json_contract,9,common_block;data,transformed,none,,yes,yes,,2.74
abuganza__BayesianCalibrationSkinGrowth/Iso_Example.f,abuganza__BayesianCalibrationSkinGrowth,17597,482,fixed,finite,6,24,ready_with_json_contract,6,common_block;data,transformed,none,,yes,yes,,1.66
abuganza__BayesianCalibrationSkinGrowth/Revision/Abaqus SImulation/GOH/BC1_50cc/GOH_50cc.f,BC1_50cc,52924,1432,fixed,finite,6,46,ready_with_json_contract,9,common_block;data,transformed,none,,yes,yes,,2.69
abuganza__BayesianCalibrationSkinGrowth/Revision/Abaqus SImulation/GOH/BC1_55cc/GOH_55cc.f,BC1_55cc,52924,1432,fixed,finite,6,46,ready_with_json_contract,9,common_block;data,transformed,none,,yes,yes,,2.67
abuganza__BayesianCalibrationSkinGrowth/Revision/Abaqus SImulation/Isotropic/BC1_50cc/Iso_50cc.f,BC1_50cc,17597,482,fixed,finite,6,24,ready_with_json_contract,6,common_block;data,transformed,none,,yes,yes,,1.57
abuganza__BayesianCalibrationSkinGrowth/Revision/Abaqus SImulation/Isotropic/BC1_60cc/Iso_60cc.f,BC1_60cc,17597,482,fixed,finite,6,24,ready_with_json_contract,6,common_block;data,transformed,none,,yes,yes,,1.69
abuganza__BayesianCalibrationSkinGrowth/Revision/Abaqus SImulation/Isotropic/BC2_60cc/Iso_60cc.f,BC2_60cc,17597,482,fixed,finite,6,24,ready_with_json_contract,6,common_block;data,transformed,none,,yes,yes,,1.57
abuganza__BayesianCalibrationSkinGrowth/Revision/Abaqus SImulation/SampleSimulation/GOH_Example.f,SampleSimulation,52924,1432,fixed,finite,6,46,ready_with_json_contract,9,common_block;data,transformed,none,,yes,yes,,2.61
abuganza__BayesianCalibrationSkinGrowth/Revision/Abaqus SImulation/SampleSimulation/Iso_Example.f,SampleSimulation,17597,482,fixed,finite,6,24,ready_with_json_contract,6,common_block;data,transformed,none,,yes,yes,,1.54
abuganza__UMAT_anisotropic_damage/UMAT_Tissue_2d_plane_strain.f,abuganza__UMAT_anisotropic_damage,25672,669,fixed,finite,6,41,ready_with_json_contract,5,,semantic_checks_failed,semantic_check,Semantic check failed: old_ddsdde_assignments_disabled.,,,,0.48
abuganza__UMAT_anisotropic_damage/UMAT_Tissue_2d_plane_stress.f,abuganza__UMAT_anisotropic_damage,25725,662,fixed,finite,6,48,ready_with_json_contract,5,,semantic_checks_failed,semantic_check,Semantic check failed: old_ddsdde_assignments_disabled.,,,,0.46
abuganza__UMAT_anisotropic_damage/UMAT_Tissue_3d.f,abuganza__UMAT_anisotropic_damage,25231,643,fixed,finite,6,54,ready_with_json_contract,5,,semantic_checks_failed,semantic_check,Semantic check failed: old_ddsdde_assignments_disabled.,,,,0.4
adtzlr__ttb/docs/examples/Abaqus/umat_nh_ttb.f,Abaqus,4088,116,fixed,finite,6,20,ready_with_json_contract,1,module_use,blocked,module_names_unresolved,"ASABQARRAY appears as ASABQARRAY(...) on the stress path but is not declared anywhere in this source, which USEs TENSOR without defining it. The transformer cannot read that module, so it cannot tell whether ASABQARRAY is an array to promote or a call into it.; DET appears as DET(...) on the stress ",,,,0.06
adtzlr__ttb/docs/examples/Abaqus/umat_nh_ttb_simple.f,Abaqus,2356,72,fixed,finite,6,10,ready_with_json_contract,1,module_use,blocked,module_names_unresolved,"ASABQARRAY appears as ASABQARRAY(...) on the stress path but is not declared anywhere in this source, which USEs TENSOR without defining it. The transformer cannot read that module, so it cannot tell whether ASABQARRAY is an array to promote or a call into it.; DEV appears as DEV(...) on the stress ",,,,0.04
adtzlr__ttb/docs/examples/script_umat.f,examples,2661,102,fixed,small strain,6,0,needs_json_completion,1,io_write;module_use,anchors_not_located,selected_routine_is_not_an_abaqus_umat,selected_routine_is_not_an_abaqus_umat,,,,0.02
ahartloper__UVC_MatMod/Abaqus/UVCmultiaxial.for,Abaqus,11548,313,fixed,small strain,6,39,ready_with_json_contract,1,,blocked,deferred_shape_allocatable,"ALPHA_K is declared with a deferred shape (:, :) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; C_K is ",,,,0.12
ahartloper__UVC_MatMod/Abaqus/UVCplanestress.for,Abaqus,14070,368,fixed,small strain,6,38,ready_with_json_contract,1,,blocked,deferred_shape_allocatable,"ALPHA_K is declared with a deferred shape (:, :) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; C_K is ",,,,0.15
ahartloper__UVC_MatMod/Abaqus/UVCuniaxial.for,Abaqus,6412,179,fixed,small strain,6,21,ready_with_json_contract,1,,blocked,unsupported_intrinsic,Unsupported intrinsic SIGN is used with promoted variables on stress path line 99.; Unsupported intrinsic SIGN is used with promoted variables on stress path line 103.; Unsupported intrinsic SIGN is used with promoted variables on stress path line 104.; Unsupported intrinsic SIGN is used with promot,,,,0.05
ahartloper__UVC_MatMod/Abaqus/UVCuniaxial_IS.for,Abaqus,9324,263,fixed,small strain,6,31,ready_with_json_contract,1,,blocked,unsupported_intrinsic,Unsupported intrinsic SIGN is used with promoted variables on stress path line 111.; Unsupported intrinsic SIGN is used with promoted variables on stress path line 115.; Unsupported intrinsic SIGN is used with promoted variables on stress path line 116.; Unsupported intrinsic SIGN is used with promo,,,,0.07
artorg-unibe-ch__HFE/02_CODE/abq/UMAT_BIPHASIC.f,abq,55267,1729,fixed,finite,6,95,ready_with_json_contract,9,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call COMPUTE_CCCC at lines [475], rewriting ['CCCC'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those calls, so pass-",,,,0.79
awhelanUCD__Lemaitre-damage-UMAT-Public/HETVAL_nonLocalLemaitre/HETVAL_lemaitreDamageNonLocal.f,HETVAL_nonLocalLemaitre,5902,202,fixed,small strain,6,18,ready_with_json_contract,2,,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call ROTSIG at lines [66], rewriting ['EELAS'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those calls, so pass-throug",,,,0.11
awhelanUCD__Lemaitre-damage-UMAT-Public/nonLocalLemaitre/lemaitreDamageNonLocal.f,nonLocalLemaitre,5378,181,fixed,small strain,6,19,ready_with_json_contract,1,,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call ROTSIG at lines [45], rewriting ['EELAS', 'STATEV'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those calls, so p",,,,0.1
baw-de__poroMechanicalFoam/abaqusUMATs/abaqusUmatMohrCoulomb/MohrCoulombAbaqus.for,abaqusUmatMohrCoulomb,71452,1695,fixed,small strain,6,12,needs_json_completion,1,io_write,anchors_not_located,missing_ddsdde_extraction_point,missing_ddsdde_extraction_point; missing_real_output_extraction_point; missing_stress_update_region; missing_stress_update_regions,,,,0.19
bennifuchs__TsaiWu-Fortran/abaqus-umat-interface.f90,bennifuchs__TsaiWu-Fortran,6434,75,free,finite,6,1,ready_with_json_contract,1,module_use,blocked,delegate_not_defined_in_source,"UMAT delegates its whole body to UMAT_TSAIWU, which this source does not define: the stress update and the tangent are in another file, so there is nothing here to transform.",,,,0.02
bennifuchs__TsaiWu-Fortran/umat.f90,bennifuchs__TsaiWu-Fortran,220153,5968,free,finite,6,2,ready_with_json_contract,22,save,blocked,deferred_shape_allocatable,"ALPHA_DAM is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; ALPHA_NE",,,,1.05
bessagroup__f3dasm_simulate/src/f3dasm_simulate/abaqus/scriptbase/benchmark_abaqus_scripts/veni_mix_model.f,benchmark_abaqus_scripts,46347,1096,fixed,finite,6,86,ready_with_json_contract,11,,blocked,missing_ddsdde_extraction_point,"DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE = R0; DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(i, j) = kmodvisc; DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(i,i) = kmodvisc + R2*gmodvisc; DDSDDE assi",,,,0.27
bessagroup__f3dasm_simulate/src/f3dasm_simulate/abaqus/scriptbase/benchmark_abaqus_scripts/vevp_leonov_model.f,benchmark_abaqus_scripts,32777,781,fixed,finite,6,68,ready_with_json_contract,9,,generated_not_compiled,compile_failed,"umat_oti_helpers.f90:141:34:

  141 |     indexMatrix = reshape((/1.0D0,1,2,2,3,3,1,2,1,3,2,3.0D0/),(/2.0D0,NTENS/))
      |                                  1
Error: Element in REAL(8) array constructor at (1) is INTEGER(4)
umat_oti_helpers.f90:143:34:

  143 |     indexMatrix = reshape((/1.0D0,1,2",yes,no,"umat_oti_helpers.f90:141:34:

  141 |     indexMatrix = reshape((/1.0D0,1,2,2,3,3,1,2,1,3,2,3.0D0/),(/2.0D0,NTENS/))
      |                                  1
Error: Element in REAL(8) array constructor at (1) is INTEGER(4)
umat_oti_helpers.f90:143:34:

  143 |     indexMatrix = reshape((/1.0D0,1,2",1.8
bessagroup__f3dasm_simulate/src/f3dasm_simulate/abaqus/scriptbase/benchmark_abaqus_scripts/vp_leonov_model.f,benchmark_abaqus_scripts,20088,520,fixed,finite,6,37,ready_with_json_contract,8,,generated_not_compiled,compile_failed,"vp_leonov_model_oti.f:303:16:

  303 |       Je = REAL(det(DFGRD1_OTI))
      |                1
Warning: Type mismatch in argument ‘a’ at (1); passed TYPE(onumm6n1) to REAL(8) [-Wargument-mismatch]
vp_leonov_model_oti.f:324:38:

  324 |       KTRIALDEVSTRESSNORM_OTI = norm2(KTRIALDEVSTRESS_OTI)
   ",yes,no,"vp_leonov_model_oti.f:303:16:

  303 |       Je = REAL(det(DFGRD1_OTI))
      |                1
Warning: Type mismatch in argument ‘a’ at (1); passed TYPE(onumm6n1) to REAL(8) [-Wargument-mismatch]
vp_leonov_model_oti.f:324:38:

  324 |       KTRIALDEVSTRESSNORM_OTI = norm2(KTRIALDEVSTRESS_OTI)
   ",1.73
bmmbUPF__abaqusIVD/Sub_MechDisc.f,bmmbUPF__abaqusIVD,52415,1335,fixed,finite,6,84,ready_with_json_contract,8,common_block;io_open;io_write,blocked,missing_ddsdde_extraction_point,"DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(1,1) = TWO*EG13*BBAR(1) + KW; DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(2,2) = TWO*EG13*BBAR(2) + KW; DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(3,3) =",,,,0.3
bmmbUPF__abaqusIVD/Sub_TransDisc.f,bmmbUPF__abaqusIVD,85384,2097,fixed,small strain,6,3,needs_json_completion,6,common_block;io_open;io_read;io_write,anchors_not_located,missing_ddsdde_extraction_point,missing_ddsdde_extraction_point; missing_real_output_extraction_point; missing_stress_update_region; missing_stress_update_regions,,,,0.42
brizzer__elmerfem_piezo/fem/src/modules/ElasticSolve.F90,modules,227283,5527,free,,,,,16,io_write;module_use;save,not_a_umat,not_a_umat,the scanner finds no UMAT subroutine in this file,,,,0.42
calculix__ccx_fff/src/umat.f,src,2859,93,fixed,small strain,6,1,ready_with_json_contract,1,,transformed,none,,yes,yes,,1.37
compas-dev__compas_fea2/data/umat/umat-hooke-iso.f,umat,1793,46,fixed,small strain,6,3,ready_with_json_contract,1,,generated_not_compiled,compile_failed,"umat-hooke-iso_oti.f:70:23:

   70 |        SPEPS_OTI = sum(EPS_OTI(1:3))
      |                       1
Error: ‘array’ argument of ‘sum’ intrinsic at (1) must have a numeric type
",yes,no,"umat-hooke-iso_oti.f:70:23:

   70 |        SPEPS_OTI = sum(EPS_OTI(1:3))
      |                       1
Error: ‘array’ argument of ‘sum’ intrinsic at (1) must have a numeric type
",1.32
compas-dev__compas_fea2/data/umat/umat-hooke-transversaliso.f,umat,1880,49,fixed,small strain,6,2,ready_with_json_contract,1,,transformed,none,,yes,yes,,1.35
core-marine-dev__elmerfem/fem/src/modules/ElasticSolve.F90,modules,226670,5515,free,,,,,10,io_write;module_use;save,not_a_umat,not_a_umat,the scanner finds no UMAT subroutine in this file,,,,0.42
cunhuav__Abaqus-Neural-Network-UMAT/ro_nn_umat.f90,cunhuav__Abaqus-Neural-Network-UMAT,17298,520,free,small strain,6,7,ready_with_json_contract,4,io_open;io_read;save,blocked,deferred_shape_allocatable,"OUTPUT_DATA is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; STIFFN",,,,0.17
damin225__short-crack-propagation-3d/input_clean/umat.f,input_clean,244674,7328,fixed,,,,,41,data;io_open;io_read;io_write;module_use;save,not_a_umat,not_a_umat,the scanner finds no UMAT subroutine in this file,,,,0.34
davidmorinNTNU__ABAQUS_subroutines/V_UMAT/UMAT.f,V_UMAT,1736,32,fixed,small strain,6,1,ready_with_json_contract,1,,blocked,delegate_not_defined_in_source,"UMAT delegates its whole body to UMAT_MODEL, which this source does not define: the stress update and the tangent are in another file, so there is nothing here to transform.",,,,0.01
ekurth__NEML/util/abaqus/nemlumat.f,abaqus,5696,201,fixed,small strain,6,3,ready_with_json_contract,4,io_write,semantic_checks_failed,other,"MODEL_OTI is passed to UPDATE_SD_NEMLMODEL, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; E_NP1_OTI is passed t",,,,0.11
frodal__SCMM-hypo/HypoImp.f,frodal__SCMM-hypo,27784,651,fixed,finite,6,5,ready_with_json_contract,1,,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call CCCP at lines [184, 185, 186], rewriting ['DEFGRADNEW', 'DEFGRADOLD', 'DISSIPATION', 'STATENEW', 'STATEOLD', 'STRESSNEW', 'STRESSOLD'], but helper lifting is not yet safe here: Helper lifting requir",,,,0.28
glu46__3D_anisotropic_viscoelastic_model/OrthoWoodCreep_Column.for,glu46__3D_anisotropic_viscoelastic_model,13192,440,fixed,small strain,6,19,ready_with_json_contract,2,,transformed,none,,yes,yes,,1.53
glu46__3D_anisotropic_viscoelastic_model/OrthoWoodCreep_General.for,glu46__3D_anisotropic_viscoelastic_model,12703,409,fixed,small strain,6,19,ready_with_json_contract,2,,transformed,none,,yes,yes,,1.57
glu46__3D_anisotropic_viscoelastic_model/Ortho_WoodCreep_Cube.for,glu46__3D_anisotropic_viscoelastic_model,12758,410,fixed,small strain,6,19,ready_with_json_contract,2,,transformed,none,,yes,yes,,1.68
glu46__3D_anisotropic_viscoelastic_model/TIRockCreep_CANEY.for,glu46__3D_anisotropic_viscoelastic_model,13155,435,fixed,small strain,6,19,ready_with_json_contract,2,,transformed,none,,yes,yes,,1.58
glu46__3D_anisotropic_viscoelastic_model/TIRockCreep_GENERAL.for,glu46__3D_anisotropic_viscoelastic_model,12670,404,fixed,small strain,6,19,ready_with_json_contract,2,,transformed,none,,yes,yes,,1.68
hamza-djeloud__thesis_project/plate_with_notch.for,hamza-djeloud__thesis_project,21294,645,fixed,small strain,6,25,ready_with_json_contract,4,common_block;data;io_write,transformed,none,,yes,yes,,1.62
harshaa765__Bilinear-CZM-UMAT/Bilinear_CZM_UMAT.for,harshaa765__Bilinear-CZM-UMAT,6991,193,fixed,small strain,6,21,ready_with_json_contract,1,,generated_not_compiled,compile_failed,"Bilinear_CZM_UMAT_oti.for:311:9:

  311 |       END
      |         1
Error: END IF statement expected at (1)
f951: Error: Unexpected end of file in ‘Bilinear_CZM_UMAT_oti.for’
",yes,no,"Bilinear_CZM_UMAT_oti.for:311:9:

  311 |       END
      |         1
Error: END IF statement expected at (1)
f951: Error: Unexpected end of file in ‘Bilinear_CZM_UMAT_oti.for’
",1.54
harshaa765__UMATFile/UMAT.for,harshaa765__UMATFile,64881,2075,fixed,small strain,,63,,12,data;io_write,transform_crashed,scanner_error,"HelperLiftingError: Unsupported DATA statement shape: 'AMPLITUDE_FACTOR/ 0.08,0.22,0.22,0.30,0.38,0.38,0.16,0.38,0.45,0.16,0.45,0.38, 0.22,0.08,0.22,0.38,0.16,0.45,0.38,0.30,0.38,0.45,0.16,0.38, 0.22,0.22,0.08,0.38,0.45,0.16,0.45,0.38,0.16,0.38,0.38,0.30, 0.30,0.38,0.38,0.08,0.22,0.22,0.16,0.45,0.38",,,,0.82
hwu12sluedu__MaterialAI-Workbench/examples/UMAT/ml_umat.f,UMAT,23868,641,fixed,small strain,6,44,ready_with_json_contract,12,,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call CALCEQSTRAIN at lines [250], rewriting ['DEPQL', 'DEPS'], but helper lifting is not yet safe here: Helper lifting for CALCKERNELFUNCTION reached external or undefined callee INDEX. Add lifting suppo",,,,0.38
hwu12sluedu__MaterialAI-Workbench/material_ai_workbench/resources/umat/ml_umat.f,umat,23868,641,fixed,small strain,6,44,ready_with_json_contract,12,,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call CALCEQSTRAIN at lines [250], rewriting ['DEPQL', 'DEPS'], but helper lifting is not yet safe here: Helper lifting for CALCKERNELFUNCTION reached external or undefined callee INDEX. Add lifting suppo",,,,0.25
ibf-RWTH__GA-Calibration/subroutine/Umat_CP.for,subroutine,26783,535,fixed,finite,6,55,ready_with_json_contract,2,io_write;module_use,blocked,deferred_shape_allocatable,"BACKSTRESS is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; BACKSTR",,,,0.21
irfancn__Abaqus-UEL-elastic/uel_elastic.for,irfancn__Abaqus-UEL-elastic,6381,242,fixed,small strain,6,13,ready_with_json_contract,2,common_block,transformed,none,,yes,yes,,1.38
irfancn__Abaqus-UMAT-elastic/umat_elastic.for,irfancn__Abaqus-UMAT-elastic,1617,57,fixed,small strain,6,1,ready_with_json_contract,1,,transformed,none,,yes,yes,,1.29
irfancn__Abaqus-UMAT-viscoelastic/umat_viscoelastic.for,irfancn__Abaqus-UMAT-viscoelastic,2688,87,fixed,small strain,6,2,ready_with_json_contract,1,,transformed,none,,yes,yes,,1.29
j-machacek__numgeo-hardening-soil-bricks/src/hs-bricks-umat/umat.f90,hs-bricks-umat,7717,154,free,small strain,6,1,ready_with_json_contract,1,io_write;module_use,semantic_checks_failed,other,"STRESS_OTI is passed to HARDENING_SOIL_MN_BRICKS, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; STATEV_OTI is p",,,,0.11
j-machacek__numgeo-hardening-soil-bricks/src/incremental-driver/material_models.f90,incremental-driver,6439,133,free,small strain,6,1,ready_with_json_contract,1,io_write;module_use,semantic_checks_failed,other,"STRESS_OTI is passed to HARDENING_SOIL_MN_BRICKS, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; STATEV_OTI is p",,,,0.06
j-machacek__numgeo-hypo-igs-isa-gis/src/material_models.f90,src,7510,173,free,small strain,6,1,ready_with_json_contract,1,io_write;module_use,semantic_checks_failed,other,"STRESS_OTI is passed to HYPOPLASTICITY_ISA_IGS_GIS, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; STATEV_OTI is",,,,0.08
jacojvr__UMATs/UMAT_framework/umat_comb.f,UMAT_framework,4269,155,fixed,small strain,6,17,ready_with_json_contract,1,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call CYCLREVERSAL at lines [61], rewriting ['STATEV'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['CYCLREVERSAL', 'FCOMBINED']. The completed JSON rewrites t",,,,0.12
jacojvr__UMATs/UMAT_framework/umat_iso.f,UMAT_framework,3605,130,fixed,small strain,6,10,ready_with_json_contract,1,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call FISOTROPIC at lines [57, 58], rewriting ['DSY', 'STATEV', 'SY', 'TEMPSTATV'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['FISOTROPIC', 'SHEARMOD']. The ",,,,0.09
jasonanewcoder__abaqus_skills/abaqus_subroutine_skills/official_examples/umat/umat_elastic_official.f,umat,1964,64,fixed,small strain,6,4,ready_with_json_contract,1,,transformed,none,,yes,yes,,1.28
jasonanewcoder__abaqus_skills/abaqus_subroutine_skills/official_examples/umat/umat_mises_plasticity_official.f,umat,5094,164,fixed,small strain,6,10,ready_with_json_contract,1,io_write,transformed,none,,yes,yes,,1.4
jcmcmurry__pipelining/elmerfem/fem/src/modules/ElasticSolve.F90,modules,236954,5690,free,small strain,6,231,ready_with_json_contract,12,io_write;module_use;save,blocked,deferred_shape_allocatable,"BASIS is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.",,,,1.97
jgomezc1__ABAQUS-US/INPUT_FILES/UEL8_ECL_AXY.for,INPUT_FILES,44840,1335,fixed,finite,6,27,ready_with_json_contract,26,,transformed,none,,yes,yes,,1.67
jgomezc1__ABAQUS-US/SAMPLE/UEL9_VPDCO.for,SAMPLE,64383,1837,fixed,finite,6,95,ready_with_json_contract,29,io_write,transformed,none,,yes,yes,,3.06
jgomezc1__ABAQUS-US/UELS/UEL8_ECL.for,UELS,43894,1301,fixed,finite,6,26,ready_with_json_contract,26,,transformed,none,,yes,yes,,1.69
jgomezc1__ABAQUS-US/UELS/UEL8_ECO.for,UELS,44731,1280,fixed,finite,6,31,ready_with_json_contract,24,,transformed,none,,yes,yes,,1.7
jgomezc1__ABAQUS-US/UELS/UEL8_PCLI.for,UELS,48634,1445,fixed,finite,6,72,ready_with_json_contract,26,io_write,transformed,none,,yes,yes,,2.36
jgomezc1__ABAQUS-US/UELS/UEL8_PCLI_R.for,UELS,45671,1340,fixed,finite,6,46,ready_with_json_contract,25,,transformed,none,,yes,yes,,1.96
jgomezc1__ABAQUS-US/UELS/UEL8_PCLK.for,UELS,52183,1533,fixed,finite,6,65,ready_with_json_contract,28,io_write,transformed,none,,yes,yes,,2.06
jgomezc1__ABAQUS-US/UELS/UEL8_PCOI.for,UELS,56241,1644,fixed,finite,6,82,ready_with_json_contract,27,io_write,transformed,none,,yes,yes,,2.48
jgomezc1__ABAQUS-US/UELS/UEL8_PCOR.for,UELS,52786,1568,fixed,finite,6,65,ready_with_json_contract,26,io_write,transformed,none,,yes,yes,,2.03
jgomezc1__ABAQUS-US/UELS/UEL8_PCOR_KIN.for,UELS,54761,1604,fixed,finite,6,67,ready_with_json_contract,26,io_write,transformed,none,,yes,yes,,2.12
jgomezc1__ABAQUS-US/UELS/UEL8_VPDCL.for,UELS,55172,1651,fixed,finite,6,79,ready_with_json_contract,29,io_write,transformed,none,,yes,yes,,2.06
