increment,array,row,parameter,oti,fd,abs_diff,rel_diff
14,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004620e-06,6.570e-16,6.570e-16
14,DSTATEV_DP,EQPLAS,H,-1.3487427097e-09,-1.3487427185e-09,8.809e-18,8.809e-18
15,DSTATEV_DP,EQPLAS,E,5.3878721929e-09,5.3878721929e-09,2.241e-20,2.241e-20
15,DSTATEV_DP,EQPLAS,NU,-8.2890341430e-04,-8.2890341433e-04,3.425e-14,3.425e-14
15,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004617e-06,9.570e-16,9.570e-16
15,DSTATEV_DP,EQPLAS,H,-1.7746614601e-09,-1.7746615944e-09,1.343e-16,1.343e-16
16,DSTATEV_DP,EQPLAS,E,5.3921313804e-09,5.3921313790e-09,1.427e-18,1.427e-18
16,DSTATEV_DP,EQPLAS,NU,-8.2955867391e-04,-8.2955867387e-04,4.180e-14,4.180e-14
16,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004615e-06,1.157e-15,1.157e-15
16,DSTATEV_DP,EQPLAS,H,-2.2005802105e-09,-2.2005802942e-09,8.365e-17,8.365e-17
17,DSTATEV_DP,EQPLAS,E,5.3963905679e-09,5.3963905672e-09,7.310e-19,7.310e-19
17,DSTATEV_DP,EQPLAS,NU,-8.3021393353e-04,-8.3021393379e-04,2.622e-13,2.622e-13
17,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004613e-06,1.357e-15,1.357e-15
17,DSTATEV_DP,EQPLAS,H,-2.6264989610e-09,-2.6264989532e-09,7.777e-18,7.777e-18
18,DSTATEV_DP,EQPLAS,E,5.4006497554e-09,5.4006497557e-09,2.647e-19,2.647e-19
18,DSTATEV_DP,EQPLAS,NU,-8.3086919314e-04,-8.3086919311e-04,3.388e-14,3.388e-14
18,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004611e-06,1.557e-15,1.557e-15
18,DSTATEV_DP,EQPLAS,H,-3.0524177114e-09,-3.0524178020e-09,9.059e-17,9.059e-17
19,DSTATEV_DP,EQPLAS,E,5.4049089429e-09,5.4049089426e-09,3.396e-19,3.396e-19
19,DSTATEV_DP,EQPLAS,NU,-8.3152445276e-04,-8.3152445270e-04,5.993e-14,5.993e-14
19,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004604e-06,2.257e-15,2.257e-15
19,DSTATEV_DP,EQPLAS,H,-3.4783364618e-09,-3.4783365695e-09,1.077e-16,1.077e-16
20,DSTATEV_DP,EQPLAS,E,5.4091681304e-09,5.4091681291e-09,1.344e-18,1.344e-18
20,DSTATEV_DP,EQPLAS,NU,-8.3217971238e-04,-8.3217971224e-04,1.360e-13,1.360e-13
20,DSTATEV_DP,EQPLAS,SIGY0,-4.2961004627e-06,-4.2961004613e-06,1.357e-15,1.357e-15
20,DSTATEV_DP,EQPLAS,H,-3.9042552123e-09,-3.9042553099e-09,9.764e-17,9.764e-17
